inventory_id;film_id;store_id;category_id
522;115;2;1
523;115;2;1
524;115;2;1
525;115;2;1
526;116;1;4
527;116;1;4
528;116;2;4
529;116;2;4
530;116;2;4
531;116;2;4
532;117;1;10
533;117;1;10
534;117;1;10
535;117;1;10
536;117;2;10
537;117;2;10
538;118;1;2
539;118;1;2
540;118;1;2
541;118;1;2
542;118;2;2
543;118;2;2
544;119;1;5
545;119;1;5
546;119;1;5
547;119;2;5
548;119;2;5
549;119;2;5
550;119;2;5
551;120;1;15
552;120;1;15
553;120;1;15
554;121;1;2
555;121;1;2
556;121;1;2
557;121;2;2
558;121;2;2
559;121;2;2
560;122;1;11
561;122;1;11
562;122;1;11
563;122;1;11
564;122;2;11
565;122;2;11
566;122;2;11
567;123;1;16
568;123;1;16
569;123;2;16
570;123;2;16
571;123;2;16
572;124;2;3
573;124;2;3
574;124;2;3
575;125;2;16
576;125;2;16
577;126;2;1
578;126;2;1
579;126;2;1
580;127;1;5
581;127;1;5
582;127;1;5
583;127;1;5
584;127;2;5
585;127;2;5
586;127;2;5
587;127;2;5
588;129;1;6
589;129;1;6
590;129;1;6
591;129;2;6
592;129;2;6
593;129;2;6
594;130;1;1
595;130;1;1
596;130;2;1
597;130;2;1
598;130;2;1
599;130;2;1
600;131;1;4
601;131;1;4
602;131;1;4
603;131;1;4
604;131;2;4
605;131;2;4
606;132;1;14
607;132;1;14
608;132;1;14
609;132;1;14
610;132;2;14
611;132;2;14
612;133;1;12
613;133;1;12
614;133;2;12
615;133;2;12
616;134;2;2
617;134;2;2
618;134;2;2
619;135;1;15
620;135;1;15
621;135;1;15
622;135;2;15
623;135;2;15
624;135;2;15
625;135;2;15
626;136;1;13
627;136;1;13
628;136;1;13
629;137;2;14
630;137;2;14
631;137;2;14
632;137;2;14
633;138;1;14
634;138;1;14
635;138;2;14
636;138;2;14
637;138;2;14
638;139;1;8
639;139;1;8
640;139;1;8
641;139;1;8
642;139;2;8
643;139;2;8
644;140;1;14
645;140;1;14
646;140;2;14
647;140;2;14
648;140;2;14
649;141;1;10
650;141;1;10
651;141;1;10
652;141;2;10
653;141;2;10
654;142;1;6
655;142;1;6
656;142;1;6
657;142;2;6
658;142;2;6
659;143;1;7
660;143;1;7
661;143;1;7
662;143;1;7
663;143;2;7
664;143;2;7
665;143;2;7
666;145;2;8
667;145;2;8
668;145;2;8
669;146;1;7
670;146;1;7
671;146;1;7
672;147;1;8
673;147;1;8
674;147;1;8
675;147;2;8
676;147;2;8
677;147;2;8
678;149;1;3
679;149;1;3
680;149;1;3
681;149;2;3
682;149;2;3
683;149;2;3
684;150;1;6
685;150;1;6
686;150;2;6
687;150;2;6
688;150;2;6
689;150;2;6
690;151;1;14
691;151;1;14
692;151;2;14
693;151;2;14
694;152;1;3
695;152;1;3
696;152;1;3
697;152;1;3
698;153;1;14
699;153;1;14
700;153;1;14
701;153;1;14
702;154;1;2
703;154;1;2
704;154;1;2
705;154;2;2
706;154;2;2
707;154;2;2
708;154;2;2
709;155;1;13
710;155;1;13
711;155;2;13
712;155;2;13
713;155;2;13
714;156;2;6
715;156;2;6
716;157;2;3
717;157;2;3
718;157;2;3
719;158;1;12
720;158;1;12
721;158;2;12
722;158;2;12
723;158;2;12
724;159;1;5
725;159;1;5
726;159;1;5
727;159;1;5
728;159;2;5
729;159;2;5
730;159;2;5
731;160;1;2
732;160;1;2
733;160;2;2
734;160;2;2
735;160;2;2
736;161;1;12
737;161;1;12
738;162;1;1
739;162;1;1
740;162;1;1
741;162;2;1
742;162;2;1
743;162;2;1
744;162;2;1
745;163;2;13
746;163;2;13
747;163;2;13
748;164;1;6
749;164;1;6
750;164;2;6
751;164;2;6
752;164;2;6
753;165;1;14
754;165;1;14
755;165;1;14
756;165;2;14
757;165;2;14
758;166;1;4
759;166;1;4
760;166;1;4
761;166;1;4
762;166;2;4
763;166;2;4
764;167;1;16
765;167;1;16
766;167;1;16
767;167;1;16
768;167;2;16
769;167;2;16
770;167;2;16
771;168;1;3
772;168;1;3
773;169;1;16
774;169;1;16
775;169;2;16
776;169;2;16
777;170;1;9
778;170;1;9
779;170;2;9
780;170;2;9
781;170;2;9
782;170;2;9
783;172;1;7
784;172;1;7
785;172;1;7
786;172;1;7
787;172;2;7
788;172;2;7
789;172;2;7
790;173;1;7
791;173;1;7
792;173;1;7
793;173;2;7
794;173;2;7
795;174;1;12
796;174;1;12
797;174;1;12
798;174;1;12
799;174;2;12
800;174;2;12
801;174;2;12
802;174;2;12
803;175;1;8
804;175;1;8
805;175;2;8
806;175;2;8
807;175;2;8
808;176;1;15
809;176;1;15
810;176;2;15
811;176;2;15
812;176;2;15
813;176;2;15
814;177;2;14
815;177;2;14
816;177;2;14
817;178;1;5
818;178;1;5
819;179;1;7
820;179;1;7
821;179;1;7
822;179;1;7
823;180;2;4
824;180;2;4
825;181;1;16
826;181;1;16
827;181;1;16
828;181;2;16
829;181;2;16
830;181;2;16
831;181;2;16
832;182;1;5
833;182;1;5
834;183;1;8
835;183;1;8
836;183;1;8
837;183;2;8
838;183;2;8
839;183;2;8
840;184;1;4
841;184;1;4
842;184;2;4
843;184;2;4
844;184;2;4
845;185;1;9
846;185;1;9
847;186;1;7
848;186;1;7
849;186;2;7
850;186;2;7
851;187;2;15
852;187;2;15
853;187;2;15
854;188;1;5
855;188;1;5
856;188;1;5
857;189;1;10
858;189;1;10
859;189;2;10
860;189;2;10
861;189;2;10
862;189;2;10
863;190;2;4
864;190;2;4
865;190;2;4
866;190;2;4
867;191;1;3
868;191;1;3
869;191;1;3
870;191;2;3
871;191;2;3
872;191;2;3
873;193;1;2
874;193;1;2
875;193;1;2
876;193;1;2
877;193;2;2
878;193;2;2
879;193;2;2
880;193;2;2
881;194;1;1
882;194;1;1
883;194;2;1
884;194;2;1
885;196;1;4
886;196;1;4
887;197;1;15
888;197;1;15
889;199;1;6
890;199;1;6
891;199;1;6
892;199;1;6
893;199;2;6
894;199;2;6
895;199;2;6
896;199;2;6
897;200;1;10
898;200;1;10
899;200;1;10
900;200;1;10
901;200;2;10
902;200;2;10
903;200;2;10
904;200;2;10
905;201;1;9
906;201;1;9
907;201;1;9
908;201;1;9
909;202;1;5
910;202;1;5
911;202;1;5
912;203;2;14
913;203;2;14
914;203;2;14
915;203;2;14
916;204;1;7
917;204;1;7
918;204;1;7
919;204;1;7
920;204;2;7
921;204;2;7
922;205;1;1
923;205;1;1
924;205;1;1
925;205;1;1
926;206;1;6
927;206;1;6
928;206;1;6
929;206;1;6
930;206;2;6
931;206;2;6
932;206;2;6
933;206;2;6
934;207;1;9
935;207;1;9
936;207;1;9
937;207;1;9
938;208;1;2
939;208;1;2
940;208;1;2
941;209;1;7
942;209;1;7
943;209;1;7
944;209;1;7
945;210;2;1
946;210;2;1
947;210;2;1
948;211;1;10
949;211;1;10
950;212;1;1
951;212;1;1
952;212;1;1
953;212;2;1
954;212;2;1
955;213;1;8
956;213;1;8
957;213;1;8
958;213;1;8
959;214;2;3
960;214;2;3
961;214;2;3
962;214;2;3
963;215;1;10
964;215;1;10
965;215;1;10
966;215;2;10
967;215;2;10
968;215;2;10
969;216;1;13
970;216;1;13
971;216;2;13
972;216;2;13
973;216;2;13
974;218;1;7
975;218;1;7
976;218;1;7
977;218;1;7
978;218;2;7
979;218;2;7
980;218;2;7
981;219;1;6
982;219;1;6
983;219;1;6
984;219;1;6
985;220;1;12
986;220;1;12
987;220;1;12
988;220;1;12
989;220;2;12
990;220;2;12
991;220;2;12
992;220;2;12
993;222;1;11
994;222;1;11
995;222;2;11
996;222;2;11
997;222;2;11
998;222;2;11
999;223;2;2
1000;223;2;2
1001;224;1;16
1002;224;1;16
1003;225;1;7
1004;225;1;7
1005;225;1;7
1006;226;1;13
1007;226;1;13
1008;226;2;13
1009;226;2;13
1010;226;2;13
1011;227;1;10
1012;227;1;10
1013;227;1;10
1014;227;2;10
1015;227;2;10
1016;228;1;4
1017;228;1;4
1018;228;1;4
1019;228;2;4
1020;228;2;4
1021;228;2;4
1022;228;2;4
1023;229;1;1
1024;229;1;1
1025;229;2;1
1026;229;2;1
1027;230;1;7
1028;230;1;7
1029;231;1;8
1030;231;1;8
1031;231;1;8
1032;231;1;8
1033;231;2;8
1034;231;2;8
1035;231;2;8
1036;231;2;8
1037;232;1;10
1038;232;1;10
1039;232;1;10
1040;232;2;10
1041;232;2;10
1042;233;1;16
1043;233;1;16
1044;233;1;16
1045;233;1;16
1046;233;2;16
1047;233;2;16
1048;234;1;14
1049;234;1;14
1050;234;1;14
1051;234;1;14
1052;234;2;14
1053;234;2;14
1054;234;2;14
1055;235;1;14
1056;235;1;14
1057;235;2;14
1058;235;2;14
1059;235;2;14
1060;235;2;14
1061;236;2;10
1062;236;2;10
1063;236;2;10
1064;236;2;10
1065;237;1;15
1066;237;1;15
1067;238;1;3
1068;238;1;3
1069;239;1;2
1070;239;1;2
1071;239;1;2
1072;239;1;2
1073;239;2;2
1074;239;2;2
1075;239;2;2
1076;239;2;2
1077;240;2;14
1078;240;2;14
1079;240;2;14
1080;241;1;2
1081;241;1;2
1082;241;1;2
1083;241;1;2
1084;242;1;5
1085;242;1;5
1086;242;2;5
1087;242;2;5
1088;242;2;5
1089;243;1;2
1090;243;1;2
1091;243;2;2
1092;243;2;2
1093;243;2;2
1094;243;2;2
1095;244;1;12
1096;244;1;12
1097;244;1;12
1098;244;1;12
1099;244;2;12
1100;244;2;12
1101;244;2;12
1102;245;1;2
1103;245;1;2
1104;245;1;2
1105;245;2;2
1106;245;2;2
1107;245;2;2
1108;245;2;2
1109;246;2;9
1110;246;2;9
1111;246;2;9
1112;247;1;5
1113;247;1;5
1114;247;1;5
1115;247;2;5
1116;247;2;5
1117;247;2;5
1118;247;2;5
1119;248;2;6
1120;248;2;6
1121;249;1;4
1122;249;1;4
1123;249;2;4
1124;249;2;4
1125;249;2;4
1126;249;2;4
1127;250;2;1
1128;250;2;1
1129;250;2;1
1130;250;2;1
1131;251;1;13
1132;251;1;13
1133;251;2;13
1134;251;2;13
1135;251;2;13
1136;252;1;1
1137;252;1;1
1138;252;1;1
1139;252;2;1
1140;252;2;1
1141;252;2;1
1142;253;1;1
1143;253;1;1
1144;253;1;1
1145;253;1;1
1146;253;2;1
1147;253;2;1
1148;254;1;15
1149;254;1;15
1150;254;2;15
1151;254;2;15
1152;254;2;15
1153;255;1;12
1154;255;1;12
1155;255;1;12
1156;255;1;12
1157;255;2;12
1158;255;2;12
1159;256;2;15
1160;256;2;15
1161;256;2;15
1162;257;2;16
1163;257;2;16
1164;257;2;16
1165;258;2;11
1166;258;2;11
1167;258;2;11
1168;258;2;11
1169;259;1;2
1170;259;1;2
1171;260;2;15
1172;260;2;15
1173;260;2;15
1174;260;2;15
1175;261;1;6
1176;261;1;6
1177;262;2;8
1178;262;2;8
1179;263;1;15
1180;263;1;15
1181;263;1;15
1182;263;1;15
1183;263;2;15
1184;263;2;15
1185;263;2;15
1186;264;2;10
1187;264;2;10
1188;265;1;5
1189;265;1;5
1190;265;1;5
1191;265;1;5
1192;266;1;4
1193;266;1;4
1194;266;1;4
1195;266;1;4
1196;266;2;4
1197;266;2;4
1198;266;2;4
1199;266;2;4
1200;267;1;13
1201;267;1;13
1202;267;1;13
1203;267;1;13
1204;267;2;13
1205;267;2;13
1206;268;2;2
1207;268;2;2
1208;269;1;8
1209;269;1;8
1210;269;2;8
1211;269;2;8
1212;269;2;8
1213;269;2;8
1214;270;1;13
1215;270;1;13
1216;270;1;13
1217;270;2;13
1218;270;2;13
1219;270;2;13
1220;270;2;13
1221;271;1;1
1222;271;1;1
1223;271;1;1
1224;271;2;1
1225;271;2;1
1226;272;1;7
1227;272;1;7
1228;272;1;7
1229;272;1;7
1230;273;1;8
1231;273;1;8
1232;273;1;8
1233;273;1;8
1234;273;2;8
1235;273;2;8
1236;273;2;8
1237;274;1;6
1238;274;1;6
1239;274;1;6
1240;274;2;6
1241;274;2;6
1242;274;2;6
1243;274;2;6
1244;275;1;11
1245;275;1;11
1246;275;1;11
1247;275;2;11
1248;275;2;11
1249;276;1;5
1250;276;1;5
1251;276;1;5
1252;276;1;5
1253;277;1;11
1254;277;1;11
1255;277;1;11
1256;278;1;12
1257;278;1;12
1258;279;1;15
1259;279;1;15
1260;280;1;3
1261;280;1;3
1262;280;1;3
1263;280;1;3
1264;280;2;3
1265;280;2;3
1266;281;1;10
1267;281;1;10
1268;281;2;10
1269;281;2;10
1270;281;2;10
1271;281;2;10
1272;282;1;7
1273;282;1;7
1274;282;1;7
1275;282;2;7
1276;282;2;7
1277;282;2;7
1278;283;1;13
1279;283;1;13
1280;283;1;13
1281;284;1;12
1282;284;1;12
1283;284;1;12
1284;284;2;12
1285;284;2;12
1286;284;2;12
1287;284;2;12
1288;285;1;14
1289;285;1;14
1290;285;1;14
1291;285;2;14
1292;285;2;14
1293;285;2;14
1294;285;2;14
1295;286;1;16
1296;286;1;16
1297;286;2;16
1298;286;2;16
1299;286;2;16
1300;287;1;1
1301;287;1;1
1302;287;2;1
1303;287;2;1
1304;288;1;16
1305;288;1;16
1306;288;2;16
1307;288;2;16
1308;288;2;16
1309;288;2;16
1310;289;1;13
1311;289;1;13
1312;290;1;9
1313;290;1;9
1314;290;1;9
1315;291;1;15
1316;291;1;15
1317;291;1;15
1318;291;1;15
1319;292;1;1
1320;292;1;1
1321;292;1;1
1322;292;2;1
1323;292;2;1
1324;292;2;1
1325;293;1;15
1326;293;1;15
1327;293;2;15
1328;293;2;15
1329;293;2;15
1330;294;1;16
1331;294;1;16
1332;294;2;16
1333;294;2;16
1334;294;2;16
1335;295;1;6
1336;295;1;6
1337;295;1;6
1338;295;1;6
1339;295;2;6
1340;295;2;6
1341;295;2;6
1342;295;2;6
1343;296;1;14
1344;296;1;14
1345;296;1;14
1346;296;1;14
1347;297;2;4
1348;297;2;4
1349;298;1;14
1350;298;1;14
1351;298;2;14
1352;298;2;14
1353;298;2;14
1354;299;1;16
1355;299;1;16
1356;299;1;16
1357;299;1;16
1358;300;1;2
1359;300;1;2
1360;300;2;2
1361;300;2;2
1362;300;2;2
1363;300;2;2
1364;301;1;11
1365;301;1;11
1366;301;1;11
1367;301;1;11
1368;301;2;11
1369;301;2;11
1370;301;2;11
1371;301;2;11
1372;302;1;10
1373;302;1;10
1374;302;2;10
1375;302;2;10
1376;302;2;10
1377;302;2;10
1378;303;1;1
1379;303;1;1
1380;303;1;1
1381;303;1;1
1382;303;2;1
1383;303;2;1
1384;304;1;3
1385;304;1;3
1386;304;1;3
1387;304;1;3
1388;304;2;3
1389;304;2;3
1390;305;1;13
1391;305;1;13
1392;305;1;13
1393;305;1;13
1394;305;2;13
1395;305;2;13
1396;305;2;13
1397;306;1;10
1398;306;1;10
1399;306;1;10
1400;307;1;16
1401;307;1;16
1402;307;1;16
1403;307;2;16
1404;307;2;16
1405;307;2;16
1406;308;1;5
1407;308;1;5
1408;308;2;5
1409;308;2;5
1410;309;1;8
1411;309;1;8
1412;309;2;8
1413;309;2;8
1414;309;2;8
1415;309;2;8
1416;310;1;10
1417;310;1;10
1418;311;1;9
1419;311;1;9
1420;311;1;9
1421;311;2;9
1422;311;2;9
1423;311;2;9
1424;311;2;9
1425;312;2;14
1426;312;2;14
1427;312;2;14
1428;313;1;11
1429;313;1;11
1430;313;1;11
1431;313;1;11
1432;313;2;11
1433;313;2;11
1434;314;1;2
1435;314;1;2
1436;314;2;2
1437;314;2;2
1438;314;2;2
1439;314;2;2
1440;315;2;8
1441;315;2;8
1442;315;2;8
1443;316;2;10
1444;316;2;10
1445;317;1;5
1446;317;1;5
1447;317;1;5
1448;317;1;5
1449;317;2;5
1450;317;2;5
1451;317;2;5
1452;319;1;14
1453;319;1;14
1454;319;1;14
1455;319;2;14
1456;319;2;14
1457;319;2;14
1458;319;2;14
1459;320;1;13
1460;320;1;13
1461;320;1;13
1462;320;2;13
1463;320;2;13
1464;320;2;13
1465;320;2;13
1466;321;1;13
1467;321;1;13
1468;321;1;13
1469;321;1;13
1470;322;1;15
1471;322;1;15
1472;322;1;15
1473;322;1;15
1474;322;2;15
1475;322;2;15
1476;323;2;15
1477;323;2;15
1478;323;2;15
1479;323;2;15
1480;324;1;5
1481;324;1;5
1482;324;1;5
1483;324;2;5
1484;324;2;5
1485;326;1;2
1486;326;1;2
1487;326;2;2
1488;326;2;2
1489;326;2;2
1490;326;2;2
1491;327;1;1
1492;327;1;1
1493;327;1;1
1494;327;1;1
1495;327;2;1
1496;327;2;1
1497;328;2;3
1498;328;2;3
1499;328;2;3
1500;328;2;3
1501;329;1;1
1502;329;1;1
1503;329;1;1
1504;329;2;1
1505;329;2;1
1506;329;2;1
1507;330;1;2
1508;330;1;2
1509;330;1;2
1510;330;1;2
1511;330;2;2
1512;330;2;2
1513;330;2;2
1514;331;1;10
1515;331;1;10
1516;331;1;10
1517;331;1;10
1518;331;2;10
1519;331;2;10
1520;331;2;10
1521;331;2;10
1522;333;1;12
1523;333;1;12
1524;333;2;12
1525;333;2;12
1526;334;1;11
1527;334;1;11
1528;334;2;11
1529;334;2;11
1530;334;2;11
1531;334;2;11
1532;335;1;5
1533;335;1;5
1534;336;1;6
1535;336;1;6
1536;336;1;6
1537;336;2;6
1538;336;2;6
1539;337;1;9
1540;337;1;9
1541;337;2;9
1542;337;2;9
1543;338;2;14
1544;338;2;14
1545;338;2;14
1546;339;2;16
1547;339;2;16
1548;339;2;16
1549;340;1;13
1550;340;1;13
1551;341;1;4
1552;341;1;4
1553;341;1;4
1554;341;1;4
1555;341;2;4
1556;341;2;4
1557;341;2;4
1558;341;2;4
1559;342;1;16
1560;342;1;16
1561;342;1;16
1562;342;1;16
1563;343;1;3
1564;343;1;3
1565;344;1;3
1566;344;1;3
1567;344;1;3
1568;344;2;3
1569;344;2;3
1570;345;1;8
1571;345;1;8
1572;345;1;8
1573;345;2;8
1574;345;2;8
1575;346;1;4
1576;346;1;4
1577;346;2;4
1578;346;2;4
1579;346;2;4
1580;346;2;4
1581;347;1;16
1582;347;1;16
1583;347;1;16
1584;347;1;16
1585;348;2;8
1586;348;2;8
1587;348;2;8
1588;348;2;8
1589;349;1;2
1590;349;1;2
1591;349;1;2
1592;349;1;2
1593;349;2;2
1594;349;2;2
1595;349;2;2
1596;350;1;14
1597;350;1;14
1598;350;1;14
1599;350;1;14
1600;350;2;14
1601;350;2;14
1602;350;2;14
1603;350;2;14
1604;351;1;11
1605;351;1;11
1606;351;1;11
1607;351;2;11
1608;351;2;11
1609;351;2;11
1610;352;2;10
1611;352;2;10
1612;352;2;10
1613;352;2;10
1614;353;1;9
1615;353;1;9
1616;353;2;9
1617;353;2;9
1618;353;2;9
1619;353;2;9
1620;354;1;3
1621;354;1;3
1622;354;1;3
1623;354;2;3
1624;354;2;3
1625;355;2;2
1626;355;2;2
1627;356;1;3
1628;356;1;3
1629;356;1;3
1630;356;1;3
1631;356;2;3
1632;356;2;3
1633;356;2;3
1634;356;2;3
1635;357;2;4
1636;357;2;4
1637;357;2;4
1638;357;2;4
1639;358;1;4
1640;358;1;4
1641;358;1;4
1642;358;1;4
1643;358;2;4
1644;358;2;4
1645;358;2;4
1646;358;2;4
1647;360;1;1
1648;360;1;1
1649;360;1;1
1650;360;1;1
1651;361;1;15
1652;361;1;15
1653;361;1;15
1654;361;1;15
1655;361;2;15
1656;361;2;15
1657;361;2;15
1658;361;2;15
1659;362;1;10
1660;362;1;10
1661;363;1;12
1662;363;1;12
